DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2013,1.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2014,-0.1,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2015,-0.3,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2016,-0.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2017,1.4,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2018,2.5,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2019,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2020,2.0,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2021,2.8,
ESTAT:PRC_HICP_AIND(1.0),18/08/23 11:00:00,A,RCH_A_AVG,CP00,SK,2022,12.1,
